gene_id	gene_name	SRR3222409_KO	SRR3222410_KO	SRR3222411_KO	SRR3222412_WT	SRR3222413_WT	SRR3222414_WT
ENSMUSG00000024812	Tjp2	8.62159133729462	8.83810076217769	8.73573785701412	9.29899136440808	9.22434261323317	9.40744489514804
ENSMUSG00000024815	Trpd52l3	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734
ENSMUSG00000024816	Frmd8	9.95661157323075	9.92737263934884	9.869735010754	9.79845391946737	9.89249412719591	9.52918028127948
ENSMUSG00000024817	Uhrf2	8.47948318399103	8.50167001746126	8.55109707780861	8.51200251101207	8.49391395651942	8.44755295711508
ENSMUSG00000024818	Slc25a45	7.78421668005227	7.74111473402587	7.687325786163	7.82166028445794	7.75869132236051	7.97574158589548
ENSMUSG00000024824	Rad9a	8.42820603826745	8.22478315850934	8.12161800239865	8.24471809189939	8.18913402923453	8.15774361873988
ENSMUSG00000024826	Dpf2	8.93734845443544	8.92310350618403	8.90761740209233	8.86894154405001	9.00180709155082	8.75635509237483
ENSMUSG00000024827	Gldc	7.52270016803553	7.50203452827781	7.58810376126877	7.5367655674167	7.48705714289802	7.22827959673211
ENSMUSG00000024829	Mrpl21	8.30806277651368	8.29856684610638	8.25368281864538	8.26537679550408	8.22774918881334	8.22872841342085
ENSMUSG00000024830	Rps6kb2	8.10685622533994	8.09565615146018	8.14800931090451	8.02410202067644	8.12338931801714	7.89163643248749
ENSMUSG00000024831	Ighmbp2	7.52270016803553	7.71627789787142	7.51439283053638	7.51011551240462	7.59414833360101	7.4903018946431
ENSMUSG00000024833	Pola2	8.1255959345818	8.34755444508485	8.24773263785651	8.16259263264034	8.13891211570679	7.96951474499916
ENSMUSG00000024835	Coro1b	10.0870465922278	10.0719248486751	9.9604309230871	10.0127942600903	9.95894727768753	9.96068652019623
ENSMUSG00000024837	Dmrt1	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734
ENSMUSG00000024841	Eif1ad	8.70428445626276	8.51367005247638	8.54180995905046	8.52524468931062	8.63006621033638	8.41027844865929
ENSMUSG00000024842	Cabp4	6.89691715038443	6.69309390772734	6.84253668835852	6.90909222265366	6.69309390772734	6.69309390772734
ENSMUSG00000024843	Chka	8.15613392128995	8.12938051722638	8.16739643728133	8.24887975900026	8.26967769485237	8.04187357289459
